trip_id,weather_condition,bus_type,traffic_level,route_distance_km,stops_count,passenger_count,driver_experience_years,scheduled_start_hour,delay_level,trip_duration_minutes
TRIP208331,Foggy,Mini Bus,High,8.38,9,32,5.89,19,Severe Delay,73.45
TRIP206678,Clear,Standard,Moderate,5.74,6,25,3.11,6,On Time,23.86
TRIP200958,Rainy,Standard,Moderate,14.62,12,51,1.80,9,Severe Delay,75.89
TRIP208654,Foggy,Standard,High,3.75,3,42,9.96,8,Severe Delay,35.83
TRIP207031,Clear,Standard,Severe,15.42,14,27,4.22,12,Moderate Delay,109.08
TRIP203856,Rainy,Standard,Moderate,3.62,4,52,1.33,13,Moderate Delay,38.63
TRIP208973,Rainy,Standard,Moderate,16.13,13,17,5.17,10,Moderate Delay,79.10
TRIP202002,Foggy,Standard,High,7.25,9,33,6.63,20,Moderate Delay,50.26
TRIP206324,Clear,Standard,High,15.62,13,40,4.73,19,Severe Delay,96.55
TRIP202321,Clear,Express,High,3.19,7,14,,12,On Time,22.22
TRIP207734,Clear,Standard,Low,2.81,3,17,6.41,21,On Time,12.00
TRIP204527,Clear,Standard,High,7.24,8,25,2.60,6,Moderate Delay,42.99
TRIP203542,Rainy,Standard,Moderate,13.31,14,29,18.00,14,Moderate Delay,75.31
TRIP201780,Clear,Express,High,9.16,9,28,2.83,6,Moderate Delay,42.03
TRIP209676,Clear,Standard,Low,7.74,8,28,1.48,12,On Time,33.10
TRIP205756,,Mini Bus,Moderate,10.31,13,23,2.29,18,Severe Delay,59.91
TRIP205490,Clear,Standard,High,5.49,4,31,6.20,10,On Time,33.85
TRIP205636,Clear,Standard,Low,6.93,3,37,2.11,6,On Time,26.83
TRIP203272,Windy,Mini Bus,Low,11.80,10,35,8.02,18,Moderate Delay,54.28
TRIP200421,Foggy,Mini Bus,Moderate,13.77,13,17,5.55,9,Severe Delay,80.23
TRIP205904,Clear,Mini Bus,High,27.48,30,11,3.26,15,Severe Delay,180.00
TRIP209813,Foggy,Standard,Moderate,5.99,7,28,2.04,19,Severe Delay,48.53
TRIP202362,Clear,Mini Bus,Severe,6.49,6,14,3.45,21,Moderate Delay,43.89
TRIP203115,Foggy,Standard,Moderate,9.76,10,43,5.26,22,Moderate Delay,53.35
TRIP204037,Windy,Express,High,7.22,9,16,11.94,21,Moderate Delay,25.58
TRIP209792,Windy,,Moderate,7.56,9,8,6.15,10,On Time,30.87
TRIP206362,Windy,Express,Moderate,7.69,9,22,14.42,8,On Time,22.85
TRIP203906,Rainy,Express,Moderate,15.30,16,26,1.72,8,Severe Delay,69.55
TRIP204737,Windy,Standard,High,9.97,12,34,3.52,19,Moderate Delay,74.01
TRIP205898,Windy,Standard,High,7.39,7,31,3.67,12,Moderate Delay,50.24
TRIP208181,Clear,Standard,Moderate,7.60,9,42,2.60,22,Moderate Delay,38.24
TRIP205234,Rainy,Express,Moderate,7.73,8,22,4.83,15,On Time,21.12
TRIP202752,Windy,Express,Severe,9.82,13,41,3.12,17,Severe Delay,71.44
TRIP201414,Rainy,Standard,Moderate,9.44,15,27,10.07,21,On Time,57.14
TRIP208679,Foggy,Mini Bus,Low,12.22,12,18,4.12,13,On Time,56.38
TRIP207917,Rainy,Mini Bus,Severe,18.94,18,22,14.07,10,Severe Delay,152.05
TRIP207087,Rainy,Standard,Moderate,7.85,5,49,3.87,9,Severe Delay,48.36
TRIP209558,Windy,Standard,Severe,16.43,17,36,0.87,15,Severe Delay,126.98
TRIP206951,Rainy,Express,Severe,17.19,18,21,8.11,10,Severe Delay,127.03
TRIP205239,Rainy,Standard,Low,10.11,11,39,3.85,8,Moderate Delay,57.33
TRIP208191,Clear,Standard,Low,8.58,11,48,1.04,19,Severe Delay,42.06
TRIP203771,Clear,Standard,High,7.60,8,39,2.85,8,Severe Delay,50.52
TRIP206111,Windy,Express,Moderate,18.33,17,19,,21,On Time,81.79
TRIP203898,Clear,Standard,Low,,4,41,8.01,17,On Time,23.95
TRIP204790,Clear,Standard,Severe,10.54,8,19,6.60,5,Moderate Delay,73.58
TRIP209806,Rainy,Mini Bus,High,15.54,16,10,1.30,12,Severe Delay,112.03
TRIP208536,Clear,Express,Severe,11.84,10,4,11.44,22,Moderate Delay,64.08
TRIP204200,Windy,Standard,High,5.33,6,29,6.27,16,Moderate Delay,40.53
TRIP201759,Rainy,Mini Bus,Low,11.66,13,30,3.94,16,Severe Delay,55.35
TRIP203040,Windy,Standard,High,11.76,14,42,9.42,11,Moderate Delay,78.58
TRIP200572,Windy,Standard,Moderate,2.47,5,35,4.20,6,On Time,35.37
TRIP200468,Foggy,Mini Bus,Moderate,2.29,3,25,5.26,9,Moderate Delay,35.54
TRIP208804,,Standard,Moderate,9.77,8,47,5.87,20,On Time,48.68
TRIP206982,Clear,Mini Bus,Low,10.04,13,31,8.39,23,On Time,41.54
TRIP208616,Foggy,Standard,High,13.05,12,35,1.22,14,Severe Delay,81.81
TRIP209462,Clear,Standard,High,17.40,17,25,4.49,22,Severe Delay,103.29
TRIP208714,Clear,Standard,Moderate,12.90,12,50,1.22,19,Severe Delay,68.17
TRIP205667,Windy,Express,Moderate,7.21,11,24,2.68,20,On Time,30.94
TRIP202365,Clear,Standard,High,3.47,5,31,4.63,14,On Time,24.75
TRIP204801,Clear,Standard,Moderate,7.63,10,19,4.73,10,On Time,39.15
TRIP204402,Clear,Standard,Moderate,5.42,4,57,18.00,8,Moderate Delay,34.96
TRIP205935,Clear,Mini Bus,High,10.37,12,26,6.56,16,Severe Delay,74.35
TRIP201314,Clear,Standard,Moderate,3.44,4,32,8.98,21,On Time,23.86
TRIP208627,Foggy,Standard,Low,20.98,23,34,18.00,20,Moderate Delay,101.32
TRIP208114,Foggy,Mini Bus,High,6.41,10,11,3.83,15,Severe Delay,39.97
TRIP203594,Windy,Standard,Moderate,15.42,20,46,5.95,9,Severe Delay,89.35
TRIP205683,Windy,Standard,Low,8.71,11,28,2.64,20,On Time,42.36
TRIP206483,Clear,Standard,Low,16.32,16,26,6.15,22,On Time,67.65
TRIP202600,Foggy,Express,Moderate,10.71,9,29,3.94,5,On Time,48.32
TRIP206434,Clear,,Severe,13.22,14,38,0.82,19,Severe Delay,103.62
TRIP207870,Rainy,Standard,Low,15.08,13,30,3.13,14,On Time,70.31
TRIP206675,Clear,Mini Bus,Low,8.78,10,20,7.51,20,On Time,40.98
TRIP208996,Windy,Mini Bus,High,10.67,13,25,3.75,21,Moderate Delay,70.37
TRIP206702,Rainy,Standard,High,5.44,3,30,10.94,6,Severe Delay,52.18
TRIP207163,Windy,Standard,High,14.80,19,45,1.72,9,Severe Delay,94.37
TRIP203442,Rainy,Standard,Severe,2.94,4,38,7.43,23,Severe Delay,38.03
TRIP207916,Windy,Express,Moderate,4.78,7,21,4.15,5,On Time,17.91
TRIP206414,Rainy,Mini Bus,Moderate,23.57,25,8,5.06,20,Moderate Delay,130.68
TRIP207508,Rainy,,Moderate,6.53,4,38,7.65,14,On Time,37.11
TRIP201608,Windy,Express,High,27.99,28,38,4.91,18,Severe Delay,180.00
TRIP207539,Windy,Express,Moderate,8.53,8,16,5.24,6,On Time,35.53
TRIP203587,Clear,Standard,Moderate,8.26,13,54,3.92,7,Severe Delay,45.69
TRIP201070,Clear,Standard,Moderate,11.41,12,44,12.87,12,On Time,49.41
TRIP201446,Rainy,Standard,High,3.48,3,31,1.08,13,Severe Delay,37.67
TRIP207992,,Standard,Moderate,19.40,17,39,11.24,6,Moderate Delay,86.27
TRIP204955,Clear,Standard,High,15.83,18,20,3.84,20,Moderate Delay,91.25
TRIP208633,Clear,Standard,High,9.78,9,51,0.86,8,Severe Delay,52.80
TRIP202884,Clear,Express,Low,18.21,19,12,5.02,23,On Time,61.60
TRIP203523,Clear,Standard,Moderate,10.04,10,37,11.95,19,Moderate Delay,46.41
TRIP201179,Rainy,Standard,Low,21.81,21,28,1.04,6,Moderate Delay,104.82
TRIP202309,Clear,Express,Moderate,24.08,22,53,8.78,19,Severe Delay,133.90
TRIP206972,Clear,Standard,Severe,11.44,14,37,6.19,19,Moderate Delay,89.74
TRIP203314,Windy,Standard,Moderate,10.67,9,40,1.33,8,Moderate Delay,70.25
TRIP205563,Clear,Standard,High,6.64,9,40,8.48,21,On Time,39.98
TRIP208747,Rainy,Mini Bus,High,12.33,13,18,2.44,13,Severe Delay,87.84
TRIP208733,Clear,Standard,Moderate,11.54,14,34,3.20,11,On Time,47.42
TRIP207518,Clear,Express,High,16.65,18,9,7.65,20,Moderate Delay,93.17
TRIP206010,,Express,Moderate,9.73,10,24,5.17,18,On Time,37.81
TRIP208663,Clear,Mini Bus,Severe,5.69,6,25,4.71,13,Moderate Delay,50.46
TRIP208822,Clear,Express,High,7.27,9,23,8.63,11,On Time,35.00
TRIP203648,Clear,Express,High,15.29,20,30,2.45,7,Severe Delay,84.46
TRIP207794,Clear,Standard,Moderate,6.81,6,29,1.70,10,On Time,26.07
TRIP206228,Clear,Standard,Moderate,13.60,10,46,2.25,22,Severe Delay,61.37
TRIP200150,Rainy,Mini Bus,Moderate,16.76,18,19,3.91,15,Moderate Delay,88.84
TRIP200286,Clear,Mini Bus,Moderate,5.74,3,19,6.38,8,Moderate Delay,42.70
TRIP204184,Foggy,Standard,Moderate,14.33,14,46,10.55,5,On Time,67.55
TRIP202313,Foggy,Mini Bus,High,13.70,14,13,17.81,23,Severe Delay,83.13
TRIP202977,Foggy,Standard,High,7.67,10,44,7.17,7,Severe Delay,65.32
TRIP200165,Rainy,Standard,Moderate,8.14,9,49,4.65,19,Severe Delay,50.64
TRIP207779,Rainy,Standard,Moderate,11.54,10,,6.22,14,On Time,58.87
TRIP206786,Clear,Standard,Moderate,10.15,13,36,2.03,11,Moderate Delay,41.19
TRIP207237,Clear,Standard,Moderate,9.77,8,43,5.53,7,Moderate Delay,39.31
TRIP207950,Windy,Standard,Low,7.09,4,28,3.96,21,On Time,29.89
TRIP207357,Windy,Standard,High,14.12,16,52,1.71,18,Severe Delay,98.79
TRIP208198,Clear,Express,Severe,2.73,3,12,6.91,13,On Time,14.30
TRIP207401,Windy,Express,High,12.17,12,17,1.72,16,Severe Delay,61.75
TRIP201871,Clear,Standard,Moderate,18.72,20,19,5.85,21,Moderate Delay,97.22
TRIP206825,Clear,Express,Low,12.10,11,11,7.63,14,On Time,28.32
TRIP200643,Windy,Mini Bus,Low,4.23,4,15,4.24,14,On Time,24.16
TRIP209766,Foggy,Standard,Low,2.07,3,43,18.00,22,On Time,20.07
TRIP200174,Windy,Standard,Moderate,4.55,3,40,4.05,23,On Time,21.32
TRIP204879,Clear,Standard,High,7.27,7,29,7.55,12,On Time,35.01
TRIP200654,Clear,Standard,Moderate,15.06,16,29,9.52,6,On Time,69.04
TRIP204616,Clear,Standard,Severe,5.07,9,44,2.25,22,Moderate Delay,41.81
TRIP200121,Rainy,Standard,High,14.14,15,27,2.74,12,Severe Delay,87.05
TRIP203333,Foggy,Standard,Moderate,16.10,16,23,3.16,21,On Time,84.16
TRIP201858,Clear,Standard,Low,21.92,22,33,7.68,15,Moderate Delay,98.02
TRIP209388,Foggy,Express,Low,13.42,11,33,2.57,15,Moderate Delay,48.46
TRIP206388,Rainy,Standard,Moderate,16.72,17,27,6.11,10,Moderate Delay,85.60
TRIP207544,Clear,Mini Bus,Severe,15.59,19,8,2.28,6,Severe Delay,122.30
TRIP205656,Clear,Mini Bus,High,9.72,8,16,12.08,12,Moderate Delay,41.37
TRIP203324,Windy,Mini Bus,Low,11.25,11,17,3.41,10,On Time,49.64
TRIP208139,Rainy,Standard,High,27.48,29,18,8.43,14,Severe Delay,180.00
TRIP207990,Rainy,Standard,Severe,4.67,4,27,2.66,21,Severe Delay,47.82
TRIP201661,Clear,Express,Moderate,12.19,13,19,3.97,6,On Time,40.24
TRIP202095,Clear,Standard,Moderate,13.38,9,19,1.48,5,Moderate Delay,62.48
TRIP207699,Windy,Standard,Low,6.94,9,35,5.74,19,Moderate Delay,40.06
TRIP208567,Clear,Standard,Severe,7.59,7,37,3.03,21,Moderate Delay,56.82
TRIP206597,Foggy,Standard,Moderate,7.22,8,37,6.89,21,On Time,29.35
TRIP202242,Rainy,Standard,Low,11.78,13,23,1.80,6,Moderate Delay,52.80
TRIP208428,Clear,Standard,High,8.96,13,43,1.13,8,Severe Delay,59.48
TRIP206037,Clear,Express,High,7.04,6,22,5.89,23,On Time,35.57
TRIP204557,Windy,Standard,Severe,8.11,11,37,5.14,23,Moderate Delay,66.94
TRIP206261,Windy,Standard,Moderate,16.27,17,48,10.38,19,Severe Delay,78.77
TRIP203015,Clear,Express,Severe,9.35,13,19,4.49,15,Moderate Delay,50.28
TRIP202962,Windy,Mini Bus,Low,9.68,10,24,15.54,9,On Time,59.03
TRIP207436,Clear,Standard,Severe,15.96,16,34,13.97,5,Moderate Delay,112.28
TRIP206504,Clear,Standard,Moderate,10.42,13,29,5.38,6,On Time,55.01
TRIP208596,Clear,Standard,High,11.26,12,35,6.16,20,Moderate Delay,62.26
TRIP203841,Foggy,Standard,Low,11.32,10,35,6.67,5,On Time,57.15
TRIP203865,Clear,Standard,High,13.71,18,26,6.67,7,Severe Delay,94.47
TRIP202220,,Mini Bus,Moderate,8.71,11,13,9.01,22,On Time,41.47
TRIP204857,Windy,Standard,High,11.38,16,22,4.01,14,Moderate Delay,71.68
TRIP208393,Windy,Standard,Severe,4.95,7,40,3.82,14,Moderate Delay,35.70
TRIP207850,Rainy,,High,17.92,18,39,8.27,10,Severe Delay,112.26
TRIP204479,Clear,Mini Bus,High,6.45,3,11,5.15,20,Moderate Delay,33.69
TRIP206714,Clear,Standard,Low,17.21,17,48,8.73,15,Severe Delay,73.80
TRIP200031,Windy,Express,High,14.68,14,26,5.17,14,Moderate Delay,79.31
TRIP206331,Clear,Standard,Low,19.62,22,43,5.25,18,Severe Delay,104.73
TRIP200320,Rainy,Standard,Severe,2.68,3,21,,10,Severe Delay,39.31
TRIP208508,Rainy,Standard,Moderate,13.36,13,42,7.84,16,Severe Delay,68.40
TRIP204343,Rainy,Mini Bus,Moderate,10.03,9,9,16.21,12,On Time,42.83
TRIP207061,Windy,Standard,Moderate,9.53,11,38,11.72,11,On Time,40.07
TRIP205613,Clear,Standard,High,3.71,3,50,6.02,18,Moderate Delay,31.30
TRIP200145,Clear,Mini Bus,High,5.21,3,8,2.33,20,On Time,34.86
TRIP206288,Rainy,Mini Bus,Low,11.39,13,18,2.83,13,Severe Delay,50.91
TRIP206707,Clear,Standard,Low,19.77,26,15,7.95,14,Moderate Delay,86.36
TRIP201038,Clear,Standard,High,2.87,3,52,18.00,13,On Time,17.26
TRIP208109,Rainy,Standard,Moderate,16.99,24,21,8.42,22,Moderate Delay,93.43
TRIP202848,Clear,Standard,Low,10.52,13,42,7.72,12,On Time,44.18
TRIP209440,Clear,Standard,Severe,9.86,11,25,8.87,15,Moderate Delay,69.69
TRIP209639,Rainy,Standard,Low,18.92,21,41,4.15,19,Severe Delay,99.55
TRIP205759,Clear,Standard,High,9.32,11,34,2.79,21,Moderate Delay,56.91
TRIP200290,Clear,Express,Low,15.62,14,15,2.46,19,Moderate Delay,61.87
TRIP209682,Clear,Express,High,10.37,11,21,4.78,21,On Time,43.08
TRIP203590,Clear,Standard,Moderate,7.15,7,29,7.46,14,On Time,23.31
TRIP200036,Clear,Standard,High,10.73,15,18,6.48,10,Moderate Delay,63.25
TRIP208314,Clear,Mini Bus,High,25.10,24,38,1.73,20,Severe Delay,170.29
TRIP209011,Windy,Standard,Moderate,7.51,11,58,2.01,17,Severe Delay,49.64
TRIP204173,Rainy,Express,High,7.67,12,27,14.28,7,Severe Delay,55.78
TRIP202483,Rainy,Standard,High,16.49,18,43,8.76,8,Severe Delay,115.00
TRIP208955,Foggy,Mini Bus,High,20.54,25,4,12.99,10,Severe Delay,125.76
TRIP201845,Clear,Standard,High,16.28,16,57,1.45,18,Severe Delay,108.07
TRIP202634,Clear,Mini Bus,Moderate,13.41,14,6,16.82,5,On Time,62.97
TRIP206281,Clear,Mini Bus,Severe,5.14,3,34,6.17,18,Severe Delay,48.02
TRIP201697,Clear,Mini Bus,Moderate,2.35,3,34,4.77,16,Moderate Delay,27.54
TRIP201091,Clear,Standard,High,5.37,4,39,1.31,9,Severe Delay,43.65
TRIP201555,Clear,Standard,Moderate,23.52,25,50,5.00,18,Severe Delay,136.50
TRIP207235,Rainy,Standard,Moderate,9.24,13,51,3.91,17,Severe Delay,65.63
TRIP201124,Clear,Standard,Moderate,6.83,8,22,6.04,22,On Time,33.10
TRIP201819,Clear,Standard,Moderate,21.64,23,19,5.00,6,Moderate Delay,115.32
TRIP200044,Windy,Express,High,21.88,21,22,3.46,23,Severe Delay,121.31
TRIP200600,Windy,Standard,High,7.84,5,20,3.19,11,On Time,45.96
TRIP209390,Clear,Mini Bus,Low,15.37,18,,1.48,18,Severe Delay,65.20
TRIP204218,Clear,Standard,Moderate,8.11,11,36,4.04,5,On Time,39.64
TRIP201034,Clear,Express,Severe,12.74,14,46,5.30,14,Moderate Delay,74.06
TRIP200484,Rainy,Express,High,16.32,20,24,3.64,5,Severe Delay,108.42
TRIP200883,Rainy,Standard,High,15.63,17,35,1.66,5,Severe Delay,104.11
TRIP205808,Clear,Mini Bus,Moderate,28.18,30,25,6.63,21,Severe Delay,163.03
TRIP207921,Clear,Express,Low,7.15,8,28,2.01,5,On Time,15.68
TRIP208126,Windy,Mini Bus,Severe,8.99,10,5,5.07,5,Severe Delay,61.32
TRIP204079,Windy,Standard,High,5.55,6,26,3.50,19,Moderate Delay,40.96
TRIP205861,Clear,Standard,Moderate,11.87,13,17,1.24,6,Severe Delay,50.10
TRIP206992,Clear,Standard,Moderate,7.42,11,15,5.53,22,On Time,48.92
TRIP207140,Clear,Standard,Low,4.46,3,34,6.82,21,On Time,12.39
TRIP200289,Foggy,Standard,Moderate,14.14,13,33,6.51,11,On Time,78.02
TRIP205997,Clear,Standard,Moderate,7.46,11,24,6.65,7,On Time,38.54
TRIP200469,Rainy,Mini Bus,Severe,14.55,12,33,4.37,12,Severe Delay,118.89
TRIP204437,Clear,Standard,Moderate,16.41,16,28,14.77,14,Moderate Delay,72.63
TRIP208765,Clear,Standard,Low,13.47,15,36,8.40,12,On Time,57.63
TRIP208877,Clear,Standard,High,3.91,5,42,6.65,10,On Time,32.34
TRIP205590,Foggy,Standard,Moderate,7.24,8,34,2.58,14,On Time,43.36
TRIP207098,Windy,Standard,Low,12.32,14,46,7.32,18,Severe Delay,56.93
TRIP206565,Clear,Mini Bus,Low,7.24,7,34,8.20,17,On Time,35.85
TRIP208983,Clear,Express,Moderate,8.37,8,53,4.79,7,Moderate Delay,33.16
TRIP203080,Windy,Standard,Moderate,9.10,11,31,8.80,23,Moderate Delay,45.38
TRIP207975,Rainy,Mini Bus,Moderate,19.27,19,15,9.68,22,Moderate Delay,111.73
TRIP201149,Clear,Standard,Moderate,7.88,10,31,6.69,5,On Time,38.84
TRIP204046,Foggy,Standard,Low,3.72,6,60,8.45,7,Severe Delay,35.04
TRIP203624,Rainy,Express,Severe,11.59,11,28,5.21,20,Severe Delay,82.78
TRIP209768,Windy,Standard,Moderate,16.56,14,56,3.70,16,Severe Delay,91.31
TRIP201035,Clear,Standard,High,13.21,15,34,9.88,14,On Time,79.31
TRIP203039,Windy,Express,Moderate,8.35,10,51,1.39,8,Severe Delay,40.64
TRIP204447,Clear,Standard,Moderate,6.41,7,33,13.60,5,On Time,25.37
TRIP205691,Foggy,Express,High,15.45,18,32,9.69,14,Severe Delay,91.30
TRIP206167,Windy,Express,High,4.19,7,19,7.38,15,On Time,23.62
TRIP200910,Clear,Standard,Moderate,8.55,8,41,0.63,18,Severe Delay,38.21
TRIP205983,Clear,,Moderate,5.81,6,45,4.30,6,On Time,28.14
TRIP201018,Clear,Standard,High,13.60,12,33,0.38,19,Severe Delay,77.42
TRIP200412,Foggy,Mini Bus,High,8.51,10,18,1.41,21,Severe Delay,63.49
TRIP202205,Rainy,,High,5.40,4,14,3.57,6,Severe Delay,40.03
TRIP205431,Foggy,Mini Bus,Low,5.00,3,4,4.04,23,On Time,21.19
TRIP204511,Foggy,Standard,Moderate,9.07,13,45,5.91,7,Severe Delay,53.57
TRIP202148,Clear,Mini Bus,Moderate,6.98,9,29,1.79,7,Severe Delay,41.56
TRIP205593,Clear,Standard,High,17.12,15,53,14.68,16,Severe Delay,100.13
TRIP204351,Clear,Express,High,3.22,4,54,9.99,7,Moderate Delay,31.59
TRIP208471,Clear,Mini Bus,High,5.35,4,12,1.80,6,Severe Delay,32.96
TRIP200264,Clear,Standard,Moderate,5.15,3,30,6.56,10,On Time,27.95
TRIP200553,Clear,Express,High,,12,24,7.35,21,On Time,54.71
TRIP203937,Clear,Mini Bus,Moderate,14.03,16,10,7.52,14,Moderate Delay,67.71
TRIP200840,Clear,Mini Bus,Moderate,13.97,15,17,1.43,21,Moderate Delay,73.25
TRIP202616,Clear,Standard,High,7.56,3,29,6.19,12,On Time,37.58
TRIP207108,Rainy,Express,High,9.99,9,27,7.14,9,Severe Delay,62.78
TRIP200657,Foggy,Standard,Low,3.20,3,38,5.53,11,On Time,16.69
TRIP204398,Clear,Mini Bus,High,10.06,11,26,4.86,8,Severe Delay,68.00
TRIP203717,Windy,Mini Bus,High,6.17,9,5,2.96,22,Moderate Delay,44.25
TRIP207032,Rainy,Standard,Moderate,4.76,9,60,5.45,7,Severe Delay,39.58
TRIP209365,Clear,Standard,Severe,2.50,4,42,10.58,18,Severe Delay,33.48
TRIP204469,Foggy,Standard,Severe,15.69,17,41,18.00,8,Severe Delay,128.57
TRIP206842,Clear,Express,Moderate,15.27,20,11,6.33,22,On Time,60.77
TRIP207016,Clear,Mini Bus,High,9.86,10,5,1.26,6,Moderate Delay,65.10
TRIP209212,Rainy,Express,High,10.04,10,35,1.83,17,Severe Delay,62.46
TRIP209423,Clear,Standard,Moderate,7.43,7,31,3.15,10,Moderate Delay,48.52
TRIP203529,,Standard,Moderate,12.03,13,40,1.80,18,Severe Delay,61.91
TRIP203928,Windy,Standard,Moderate,12.12,15,29,0.96,20,Moderate Delay,51.06
TRIP207996,Clear,Standard,High,8.81,7,30,3.36,21,Moderate Delay,46.10
TRIP208157,Rainy,Standard,High,7.19,8,10,10.71,11,Moderate Delay,51.42
TRIP200695,Foggy,Standard,Moderate,14.11,14,53,5.78,7,Moderate Delay,82.46
TRIP202257,Foggy,Standard,Moderate,15.17,15,44,4.11,16,Severe Delay,82.04
TRIP203544,Foggy,Express,Severe,,3,36,10.82,8,Severe Delay,36.91
TRIP207255,Rainy,Mini Bus,High,32.00,29,34,6.89,18,Severe Delay,180.00
TRIP202083,Windy,Mini Bus,High,8.36,9,6,0.51,21,Moderate Delay,62.58
TRIP202658,Rainy,Standard,Moderate,4.58,4,41,2.03,18,Severe Delay,33.95
TRIP204693,Clear,Standard,Moderate,13.50,15,42,9.48,18,Moderate Delay,63.47
TRIP204247,Rainy,Standard,Low,13.72,12,36,3.91,6,On Time,54.86
TRIP206170,Windy,Express,Moderate,13.52,16,15,0.78,23,Moderate Delay,62.60
TRIP206407,Rainy,Express,Moderate,6.53,3,15,3.18,8,On Time,20.10
TRIP201901,Clear,Standard,Moderate,4.94,8,24,4.24,23,On Time,23.51
TRIP200227,Clear,Express,Severe,4.90,5,31,2.78,11,Moderate Delay,25.97
TRIP208221,Clear,,High,18.26,21,26,2.37,11,Severe Delay,111.15
TRIP208333,Clear,Standard,Low,10.45,13,49,6.97,11,On Time,44.23
TRIP202797,Clear,Standard,High,8.16,9,26,2.97,15,Moderate Delay,45.77
TRIP202719,Clear,Standard,High,12.26,10,20,6.63,11,Moderate Delay,57.97
TRIP201578,Rainy,Standard,Low,19.96,23,27,9.27,14,On Time,93.13
TRIP201272,Clear,Express,Moderate,5.92,5,19,2.33,23,Moderate Delay,21.49
TRIP205214,,Standard,Low,4.48,3,25,5.83,6,On Time,19.49
TRIP208224,Clear,Express,High,11.70,12,23,10.34,13,On Time,64.94
TRIP203711,Foggy,Standard,High,16.96,20,31,3.03,20,Severe Delay,107.05
TRIP204521,Clear,Standard,Moderate,14.15,16,45,6.02,19,Severe Delay,67.03
TRIP205958,Clear,,Low,16.27,18,21,5.69,21,On Time,70.47
TRIP208582,Rainy,Mini Bus,Moderate,6.83,5,12,2.56,14,Moderate Delay,27.84
TRIP201624,Clear,Mini Bus,Moderate,3.61,5,4,4.55,15,On Time,17.09
TRIP207074,Rainy,Standard,Moderate,11.66,16,45,10.79,7,Severe Delay,68.03
TRIP200310,Clear,Express,Moderate,22.32,25,14,1.92,11,Moderate Delay,104.16
TRIP200634,Clear,Express,Severe,13.97,14,17,5.28,10,On Time,91.58
TRIP205276,Windy,Mini Bus,Low,13.93,15,19,3.33,21,On Time,52.37
TRIP205953,Clear,Standard,Moderate,3.22,3,37,11.76,15,On Time,28.81
TRIP200514,Clear,Standard,Low,12.50,12,38,10.51,14,On Time,40.96
TRIP204254,Foggy,Standard,High,8.22,8,26,8.59,14,Moderate Delay,54.00
TRIP207275,Foggy,Standard,High,15.14,17,14,6.22,14,Severe Delay,94.25
TRIP208812,Clear,Standard,Low,3.58,7,43,2.75,7,Moderate Delay,21.32
TRIP200471,Clear,Standard,Low,10.92,10,42,,19,Moderate Delay,52.05
TRIP202665,Rainy,Mini Bus,Moderate,9.92,8,15,3.10,10,Moderate Delay,48.19
TRIP206335,Windy,Standard,Moderate,6.04,8,41,6.03,23,On Time,23.96
TRIP201560,Clear,Standard,Moderate,11.63,14,42,2.44,8,Moderate Delay,64.16
TRIP209101,Clear,Standard,Moderate,13.39,18,47,1.17,22,Severe Delay,60.32
TRIP208864,Clear,Standard,Severe,9.09,11,30,6.59,13,Moderate Delay,67.02
TRIP205541,Clear,Express,Moderate,,13,11,12.41,6,On Time,34.15
TRIP204943,Clear,Standard,Low,17.63,17,35,1.74,11,Severe Delay,73.72
TRIP201512,Clear,Mini Bus,High,7.21,9,11,2.85,10,Moderate Delay,47.63
TRIP203905,Clear,Express,Moderate,5.30,7,24,2.20,5,On Time,14.54
TRIP206817,Windy,Standard,High,11.29,14,45,13.83,8,Severe Delay,75.67
TRIP205270,Clear,Standard,Low,9.70,10,60,,19,Moderate Delay,45.35
TRIP202987,Rainy,Standard,High,2.00,3,22,5.31,23,Moderate Delay,33.21
TRIP208210,Windy,Standard,Moderate,7.59,10,25,6.91,12,On Time,34.36
TRIP209036,Clear,Standard,Low,10.07,8,38,4.73,16,Moderate Delay,36.72
TRIP204915,Clear,Mini Bus,Severe,4.06,3,28,4.56,20,Severe Delay,34.96
TRIP204460,Clear,Mini Bus,High,5.63,8,22,4.45,20,Moderate Delay,39.91
TRIP202964,Windy,Standard,High,,13,33,3.56,20,Moderate Delay,68.82
TRIP201305,Windy,Mini Bus,High,4.84,8,23,16.24,7,Severe Delay,42.76
TRIP202932,Windy,Standard,Low,20.08,21,44,3.57,16,Moderate Delay,95.28
TRIP203379,Clear,Mini Bus,High,5.83,3,45,1.93,9,Moderate Delay,37.57
TRIP204336,Foggy,,High,7.52,11,34,2.07,8,Severe Delay,59.89
TRIP200644,Windy,Standard,High,4.44,5,55,1.12,7,Severe Delay,46.15
TRIP208751,Clear,Standard,High,16.11,18,38,4.43,16,Severe Delay,117.76
TRIP208729,Clear,Express,Low,32.00,36,34,9.43,17,Moderate Delay,165.87
TRIP204566,Rainy,Standard,High,9.68,8,38,2.91,13,Severe Delay,66.60
TRIP207428,Clear,Express,High,4.46,4,25,0.75,13,On Time,12.00
TRIP200520,Windy,Mini Bus,Moderate,13.41,10,40,3.45,18,Severe Delay,74.49
TRIP208150,Clear,Standard,High,14.63,14,58,8.90,8,Severe Delay,82.02
TRIP209143,Clear,Mini Bus,Low,10.60,8,17,2.03,11,On Time,45.64
